alpha,conflict,beta,error,building,name,website,addrcity,addrstreet,addrhousenumber,amenity,buildinglevels,smoking,wheelchair,healthcare,namefr,namede,nameen,namees,nameit,namenl,namepl,namept,office,alt_name,addrpostcode,email,fax,healthcarecounselling,healthcarespeciality,opening_hours,phone,nameru,tourism,facebook,Unnamed: 36,Unnamed: 37,Unnamed: 38,Unnamed: 39,Unnamed: 40,Unnamed: 41,capacity,parking,access,fee,supervised,surface,operator,dispensing,nameold,wikidata,contactinstagram,emergency,park_ride,drive_through,paymentcash,paymentcredit_cards,paymentdebit_cards,designation,Unnamed: 46,Unnamed: 47,Unnamed: 48,Unnamed: 49,Unnamed: 50,Unnamed: 51,Unnamed: 52,Unnamed: 53,Unnamed: 54,Unnamed: 55,Unnamed: 56,crossing,highway,crossing_ref,source,kerb,traffic_signalsdirection,traffic_signals,direction,lanes,taxi,lanesboth_ways,maxspeed,old_name,oneway,parkinglaneboth,service,parkinglane,FIXME,junction,bicycle,cycleway,foot,horse,noexit,sidewalk,parkinglaneleft,covered,parkinglaneright,destination,maxweight,motor_vehicle
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,Luanda,Avenida da Praia do Bispo,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,Luanda,Avenida da Praia do Bispo,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,Luanda,Rua do PalÃ¡cio,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,Luanda,Rua do PalÃ¡cio,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,Luanda,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Banco Sol,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,Reservado Consulado do Canada,,,,,parking,,,,,,,Consulate of Canada Reserved,,,,,Reservado Consulado do Canada,,,,,,,,,,,,,,,,,,,,,private,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,Parque da Kinanga,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,yes,,concrete,Parque de Estacionamento,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,parking,no,,,,,,,parking,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,customers,,,asphalt,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,Alliance Francaise,,,Largo Sagrada Familia,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,ColÃ©gio Elisangela Filomena,,,edificio 1 de maio,,school,,,,,Ãcole FranÃ§aise,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,ColÃ©gio A Colina do Sol,https://www.colegioacolinadosol.com/,Luanda,Rua CÃ³nego Manuel das Neves,,school,,,,,,,,,,,,,,,,info@colegioacolinadosol.com,,,,Mo-Fr 07:00-22:00; Sa 07:00-13:00,+244 926 967 643,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,Instituto MÃ©dio de GestÃ£o (IMTG),,Luanda,Rua M. Luther King,,school,,,,,Institut IntermÃ©diaire de Gestion (IMTG),Sekundarschule fÃ¼r Management (IMTG),,Instituto Medio de GestiÃ³n (IMTG),Istituto Medio di Gestione (IMTG),Middelbare School voor Management (IMTG),Liceum ZarzÄdzania (IMTG),Instituto MÃ©dio de GestÃ£o (IMTG),,,,,,,,,,,,,,,,,,,,,,,,,IMTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,Ngola a Nzinga,,Luanda,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,Centro FormaÃ§Ã£o de Jornalismo,,Luanda,Rua M. Luther King,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,Escola de Ensino Geral NÂº 2002 Maianga,,Luanda,Avenida RevoluÃ§Ã£o de Outubro,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,Instituto MÃ©dio Comercial de Luanda (IMCL),,Luanda,Avenida Deolinda Rodrigues,,school,,,,,Ãcole Secondaire Commerciale de Luanda (IMEL),Luanda Kommerzielle Sekundarschule (IMEL),Luanda Comercial Secondary School (IMEL),Escola Secundaria Comercial de Luanda (IMEL),Scuola Secondaria di Commercio di Luanda (IMEL),Luanda CommerciÃ«le Middelbare School (IMEL),Handlowe Liceum OgÃ³lnoksztaÅcÄce Luandy (IMEL),Instituto MÃ©dio Comercial de Luanda (IMCL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,Nzinga Mbandi,,Luanda,,,school,,,,,,,,,,,,,,Zinga Mbandi,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,Escola PrimÃ¡ria Ngola Nzinga,,Luanda,Rua Augusto SilvÃ©rio Ferreira,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,Escola Russa,,,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,college,ColÃ©gio Julio Verne,,Luanda,,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity building,school,no,,Escola PrimÃ¡ria,,Luanda,Comandante Eurico,,school,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mauro Ernesto,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare wholesale,pharmacy,yes,,FarmÃ¡cia Kinaxixi,,Luanda,Avenida Comandante ValÃ³dia,29,pharmacy,,,,,,,,,,,,,,,,,,,,24-jul,222448588,,,,,,,,,,,,,,,,"Socinter, Lda",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare wholesale,pharmacy,yes,,FarmÃ¡cia Maculusso,,Luanda,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare wholesale,pharmacy,yes,,FarmÃ¡cia Kiluba,,Luanda,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare wholesale,pharmacy,yes,,FarmÃ¡cia VitÃ³ria,,Luanda,Rua dos HerÃ³is (ex Rua da Samba),,pharmacy,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare wholesale,pharmacy,yes,,FarmÃ¡cia Variedades,,Luanda,Rua dos HerÃ³is (ex Rua da Samba),,pharmacy,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare wholesale,pharmacy,yes,,,,Luanda,Rua Kruame Krumah,,pharmacy,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare wholesale,pharmacy,yes,,Axiluandas,,Luanda,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare wholesale,pharmacy,yes,,FarmÃ¡cia Luafar,,Luanda,Rua da Liga Africana (ex Conde de Ficalho),,pharmacy,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare wholesale,pharmacy,yes,,FarmÃ¡cia Maculusso,,Luanda,Avenida Commandante Che Guevara (ex General Carmona),,pharmacy,,,,pharmacy,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,college,no,,ColÃ©gio Henriques,,Luanda,,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,college,no,,ColÃ©gio Gregorio Semedo - PrÃ©-universitÃ¡rios,,Luanda,Rua Guilherme Capelo,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,college,no,,N'gola Kiluange,,,Largo das Escolas,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,college,no,,Juventude em Luta,,Luanda,Largo das Escolas,,college,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,college,no,,Instituto MÃ©dio de Economia de Luanda (IMEL),,Luanda,Avenida Deolinda Rodrigues,,college,,,,,Ãcole Secondaire d'Ãconomie de Luanda (IMEL),Luanda Sekundarschule fÃ¼r Wirtschaft (IMEL),Luanda Secondary School of Economics (IMEL),Escuela Secundaria de EconomÃ­a de Luanda (IMEL),Scuola Secondaria di Economia di Luanda (IMEL),Luanda Middelbare School voor Economie (IMEL),Liceum Ekonomiczne Luandy (IMEL),Instituto MÃ©dio de Economia de Luanda (IMEL),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,college,no,,Universidade CatÃ³lica de Angola (UCAN),,Luanda,Nossa Senhora da Muxima,,college,,,,,UniversitÃ© Catholique d'Angola (UCAN),Katholische UniversitÃ¤t Angola (UCAN),Catholic University of Angola (UCAN),Universidad CatÃ³lica de Angola (UCAN),UniversitÃ  Cattolica dell'Angola (UCAN),Katholieke Universiteit van Angola (UCAN),Katolicki Uniwersytet Angoli (UCAN),Universidade CatÃ³lica de Angola (UCAN),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity,college,no,,MagistÃ©rio Mutu-ya-Kevela,,Luanda,Avenida Lenine,,college,,,,,,,Liceu Central de Luanda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Antigo Liceu Nacional Salvador Correia,Q41171980,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,,Centro MÃ©dico MÃ¡xima EstÃ©tica,http://www.cmmaxima.com,Luanda,Avenida Comandante ValÃ³dia (ex Combatentes),106,clinic,,,,clinic,,,,,,,,,,,,info@cmmaxima.com,,,,"Tu-We, Fr 08:00-17:00; Mo, Th 10:00-19:00; Sa 08:00-12:00","+244 917 753 834, +244 930 703 362",,,https://www.facebook.com/clinicamaximaestetica/,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,,ClÃ­nica Meditex,,Luanda,Rua da MissÃ£o,,clinic,,,,,,,,,,,,,,,,,,,,24-jul,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,,Dr Fernando PÃ³voas,http://www.fernandopovoas.co.ao,Luanda,Rua Comandante Stona (ex Veriador Jaime de Amorim),276,clinic,,,,,,,,,,,,Dr Fernando PÃ³voas,,,,luanda@fernandopovoas.co.ao,,,,,2.44941E+11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,,Centro de Medicina FÃ­sica e de ReabilitaÃ§Ã£o,,Luanda,Rua dos HerÃ³is (ex Rua da Samba),,clinic,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,,ConsultÃ³rio MÃ©dico Lusolo,,Luanda,Comandante Eurico,,clinic,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,,Centro de Diagnostico do Luanda,,Luanda,,,clinic,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,,ClÃ­nica Meditex,,,,,clinic,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,,Cardiozono - BMA,,Luanda,Rua Major Marcelino Dias,114,clinic,,,,clinic,,,,,,,,,,,,atencion.cliente@cardiozono.com,,,cardiology;surgery;plastic_surgery;dermatology;gastroenterology;gynaecology;general;neurology;ophthalmology;orthopaedics;paediatrics;pulmonology;urology;psychology;laboratory;radiology,Mo-Fr 08:00-14:30,+244 938 669 369,,,,,,,,,,,,,,,,,,,,,,,,,,,,neurology,ophthalmology,orthopaedics,paediatrics,pulmonology,urology,psychology,laboratory,"radiology,,,,,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,,Centro MÃ©dico Dona Hosmida Ferreira do Nascimento,https://www.cmhosmidaferreira.co.ao/,Luanda,Sisenando Marques,16,clinic,,,,clinic,,,,,,,,,,,,reservas@cmhosmidaferreira.co.ao,,,cardiology;surgery;plastic_surgery;dermatology;gastroenterology;gynaecology;general;internal;neurology;otolaryngology;paediatrics;pulmonology;psychiatry;urology;laboratory;radiology;psychology;emergency,"Mo-Sa, PH 07:00-22:00",+244 922 225 091,,,https://www.facebook.com/hosmidamanage.centromedico,,,,,,,,,,,,,,,,,https://www.instagram.com/centromedicohfn/,,,,,,,,internal,neurology,otolaryngology,paediatrics,pulmonology,psychiatry,urology,laboratory,radiology,psychology,"emergency,https://www.instagram.com/centromedicohfn/,,,,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,,Cardiozono BMA,,Luanda,Avenida Lenine,114,clinic,,,,clinic,,,,,,,,,,,,"atendimento@cardiozono.org, atencion.clientes@cardiozono.com",,,cardiology;surgery;plastic_surgery;dermatology;gastroenterology;gynaecology;general;neurology;ophthalmology;paediatrics;pulmonology;urology;psychology;laboratory;radiology,,"+244 938 669 369, +244 915 124 584",,,,,,,,,,,,,,,,,,,,,,,,,,,,neurology,ophthalmology,paediatrics,pulmonology,urology,psychology,laboratory,"radiology,,,,,,,,,",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,,Centro MÃ©dico Naturmed - Maianga,,,,,clinic,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,yes,CMS,,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,clinic,yes,,Cligest - ClÃ­nica Vida de Luanda (Sede),,,,,clinic,,,,clinic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,dentist,yes,,"ClÃ­nica Dental SaÃºde, Lda",,Luanda,Rua dos HerÃ³is (ex Rua da Samba),,dentist,,,,dentist,,,,,,,,,,,,,,,,,"+244 914 638 243, +244 222 738 635",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,dentist,yes,,Odonto Excellence,https://www.odontoexcellence.net.br/,Luanda,Avenida Comandante ValÃ³dia (ex Combatentes),,dentist,,,,dentist,,,,,,,,,,,,,,,,,+244 934 038 636,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare,dentist,yes,,,,Luanda,Rua Kruame Krumah,,dentist,,,,dentist,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare building,hospital,no,,"MinistÃ©rio da SaÃºde, Hospital PediÃ¡trico David Bernardino",,Luanda,Avenida RevoluÃ§Ã£o de Outubro,,hospital,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare building,hospital,no,,Hospital PsiquiÃ¡trico de Luanda,,Luanda,Avenida RevoluÃ§Ã£o de Outubro,,hospital,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare building,hospital,no,,Hospital Josina Machel,,,,,hospital,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Q55322353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare building,hospital,no,,,,,,,hospital,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare building,hospital,no,,Hospital PsiquiÃ¡trico de Luanda,,Luanda,,,hospital,,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare building,hospital,no,,Chevron Clinic,,Luanda,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
amenity,amenity healthcare building,hospital,no,,Hospital Militar Central,,Luanda,,,hospital,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,yes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
